Index,Nombre,ISO3,ISO2,Año,Tipo,Pob Total (k),Densidad (xkm2),Sexo (h x 100 m),Mediana Edad,Cambio Natural (x1000),Natalidad (x1000),Nacimientos por mujer,Mediana edad alumbramiento,Mortalidad (x1000),Esperanza Vida al nacer,Mortalidad <5 (x1000 nac),Migracion(x1000),Mortalidad <40 (x1000 nac),Mortalidad <60 (x1000 nac)
313,Eastern and South-Eastern Asia,,,1973,SDG region,1365677.169,84.091,102.15,19.012,21.32,31.32,4.535,29.304,10.0,59.841,97.415,-0.231,187.83,343.372
314,Eastern and South-Eastern Asia,,,1974,SDG region,1393530.602,85.806,102.167,19.203,19.585,29.188,4.144,29.115,9.603,60.45,93.277,-0.273,181.427,334.039
315,Eastern and South-Eastern Asia,,,1975,SDG region,1419106.655,87.381,102.158,19.455,17.292,26.69,3.727,29.077,9.398,60.621,90.978,-0.202,181.364,332.748
316,Eastern and South-Eastern Asia,,,1976,SDG region,1442948.058,88.849,102.13,19.744,16.453,25.436,3.477,28.903,8.983,61.381,85.287,-0.208,173.911,321.112
317,Eastern and South-Eastern Asia,,,1977,SDG region,1465932.346,90.265,102.106,20.049,15.437,23.873,3.195,28.726,8.436,62.523,80.721,-0.063,159.516,302.009
318,Eastern and South-Eastern Asia,,,1978,SDG region,1488509.748,91.655,102.082,20.376,15.36,23.541,3.093,28.579,8.181,63.154,77.352,-0.163,152.744,292.23
319,Eastern and South-Eastern Asia,,,1979,SDG region,1511686.664,93.082,102.048,20.695,15.989,23.973,3.096,28.415,7.984,63.784,74.117,-0.297,146.422,282.616
320,Eastern and South-Eastern Asia,,,1980,SDG region,1535874.255,94.571,102.022,20.983,16.279,24.152,3.07,28.174,7.873,64.268,71.332,-0.238,141.05,274.825
321,Eastern and South-Eastern Asia,,,1981,SDG region,1561157.127,96.128,102.014,21.183,16.666,24.39,3.066,27.884,7.724,64.816,68.718,-0.067,136.104,266.716
322,Eastern and South-Eastern Asia,,,1982,SDG region,1587984.725,97.78,102.012,21.306,17.551,25.175,3.141,27.623,7.624,65.31,66.3,-0.093,131.621,259.676
323,Eastern and South-Eastern Asia,,,1983,SDG region,1614435.986,99.409,102.01,21.404,15.554,23.048,2.84,27.463,7.494,65.669,64.715,0.043,128.26,254.313
324,Eastern and South-Eastern Asia,,,1984,SDG region,1640104.586,100.989,102.011,21.58,15.953,23.336,2.832,27.327,7.383,66.104,63.166,-0.001,124.743,248.037
325,Eastern and South-Eastern Asia,,,1985,SDG region,1666755.885,102.63,102.021,21.852,16.229,23.542,2.807,27.216,7.313,66.497,61.732,0.047,121.381,242.241
326,Eastern and South-Eastern Asia,,,1986,SDG region,1694749.451,104.354,102.044,22.225,16.915,24.171,2.831,27.138,7.256,66.879,60.449,0.106,118.427,237.0
327,Eastern and South-Eastern Asia,,,1987,SDG region,1724245.964,106.17,102.079,22.595,17.424,24.624,2.839,27.102,7.2,67.255,59.316,0.052,115.597,231.883
328,Eastern and South-Eastern Asia,,,1988,SDG region,1753634.847,107.98,102.12,22.967,16.384,23.53,2.678,27.082,7.146,67.523,58.503,-0.05,113.556,227.917
329,Eastern and South-Eastern Asia,,,1989,SDG region,1782443.253,109.754,102.169,23.321,16.478,23.548,2.642,26.994,7.07,67.877,57.582,-0.224,110.899,222.997
330,Eastern and South-Eastern Asia,,,1990,SDG region,1811990.438,111.573,102.227,23.662,16.656,23.727,2.624,26.801,7.071,68.113,56.468,-0.039,108.791,219.263
331,Eastern and South-Eastern Asia,,,1991,SDG region,1838977.026,113.235,102.283,24.029,13.54,20.51,2.236,26.522,6.97,68.341,55.524,-0.559,106.885,215.881
332,Eastern and South-Eastern Asia,,,1992,SDG region,1862133.455,114.661,102.333,24.428,12.543,19.327,2.108,26.599,6.784,68.843,53.988,-0.484,103.428,209.127
333,Eastern and South-Eastern Asia,,,1993,SDG region,1884161.905,116.017,102.374,24.852,11.907,18.566,2.03,26.699,6.659,69.291,52.355,-0.443,100.203,203.296
334,Eastern and South-Eastern Asia,,,1994,SDG region,1905427.076,117.326,102.409,25.301,11.326,17.957,1.973,26.831,6.631,69.579,50.565,-0.343,97.916,199.77
335,Eastern and South-Eastern Asia,,,1995,SDG region,1925884.802,118.586,102.444,25.767,10.786,17.398,1.925,26.8,6.612,69.828,49.709,-0.41,96.437,196.946
336,Eastern and South-Eastern Asia,,,1996,SDG region,1945611.394,119.801,102.476,26.251,10.202,16.796,1.882,26.823,6.594,70.125,47.775,-0.196,93.864,193.39
337,Eastern and South-Eastern Asia,,,1997,SDG region,1964733.84,120.978,102.505,26.742,9.723,16.267,1.846,26.962,6.544,70.512,45.865,-0.166,90.776,188.396
338,Eastern and South-Eastern Asia,,,1998,SDG region,1983207.668,122.116,102.525,27.241,9.257,15.743,1.815,26.973,6.486,70.92,43.984,-0.094,87.742,183.656
339,Eastern and South-Eastern Asia,,,1999,SDG region,2000888.292,123.204,102.545,27.743,8.795,15.353,1.797,27.045,6.558,71.118,41.965,-0.203,85.177,180.684
340,Eastern and South-Eastern Asia,,,2000,SDG region,2018264.836,124.274,102.579,28.235,9.014,15.543,1.846,27.073,6.529,71.534,39.719,-0.315,81.861,176.04
341,Eastern and South-Eastern Asia,,,2001,SDG region,2035405.533,125.33,102.603,28.718,8.517,14.92,1.794,27.178,6.403,72.116,37.649,-0.302,78.071,169.723
342,Eastern and South-Eastern Asia,,,2002,SDG region,2051939.697,126.348,102.613,29.199,8.263,14.678,1.785,27.205,6.415,72.469,35.532,-0.297,75.014,165.561
343,Eastern and South-Eastern Asia,,,2003,SDG region,2068079.685,127.342,102.619,29.675,8.048,14.463,1.776,27.202,6.415,72.912,32.614,-0.346,70.747,160.074
344,Eastern and South-Eastern Asia,,,2004,SDG region,2083998.36,128.322,102.625,30.142,7.924,14.463,1.792,27.241,6.539,72.964,31.624,-0.293,71.246,160.751
345,Eastern and South-Eastern Asia,,,2005,SDG region,2099915.621,129.302,102.633,30.594,7.912,14.43,1.801,27.27,6.518,73.502,28.768,-0.328,65.552,153.331
346,Eastern and South-Eastern Asia,,,2006,SDG region,2116039.118,130.295,102.645,31.027,7.968,14.491,1.819,27.405,6.523,73.873,27.112,-0.258,62.95,149.223
347,Eastern and South-Eastern Asia,,,2007,SDG region,2132525.936,131.31,102.656,31.43,8.03,14.624,1.844,27.577,6.594,74.132,25.499,-0.221,60.554,146.227
348,Eastern and South-Eastern Asia,,,2008,SDG region,2149178.307,132.335,102.665,31.803,7.983,14.759,1.869,27.701,6.776,74.035,25.237,-0.238,62.431,148.787
349,Eastern and South-Eastern Asia,,,2009,SDG region,2166070.667,133.375,102.669,32.15,8.064,14.764,1.878,27.778,6.7,74.679,22.695,-0.155,56.401,140.41
350,Eastern and South-Eastern Asia,,,2010,SDG region,2183049.786,134.421,102.667,32.472,7.785,14.563,1.861,27.835,6.778,74.895,21.53,-0.079,54.733,138.195
351,Eastern and South-Eastern Asia,,,2011,SDG region,2199954.044,135.462,102.668,32.773,7.603,14.442,1.858,27.915,6.839,75.139,20.448,0.117,52.919,135.653
352,Eastern and South-Eastern Asia,,,2012,SDG region,2217592.209,136.548,102.674,33.048,8.118,15.003,1.946,27.989,6.885,75.419,19.234,0.128,50.999,132.892
353,Eastern and South-Eastern Asia,,,2013,SDG region,2235202.211,137.632,102.675,33.33,7.484,14.409,1.888,28.077,6.925,75.679,18.403,0.092,49.297,130.222
354,Eastern and South-Eastern Asia,,,2014,SDG region,2252136.823,138.675,102.67,33.63,7.488,14.455,1.916,28.174,6.967,75.955,17.39,0.033,47.479,127.386
355,Eastern and South-Eastern Asia,,,2015,SDG region,2268354.879,139.674,102.657,33.949,6.715,13.743,1.846,28.321,7.028,76.173,16.7,0.118,46.295,125.474
356,Eastern and South-Eastern Asia,,,2016,SDG region,2284025.99,140.639,102.633,34.277,6.828,13.933,1.897,28.451,7.105,76.379,15.866,0.109,45.006,123.607
357,Eastern and South-Eastern Asia,,,2017,SDG region,2299526.925,141.593,102.592,34.613,6.537,13.802,1.907,28.529,7.265,76.451,15.126,0.054,43.997,122.742
358,Eastern and South-Eastern Asia,,,2018,SDG region,2313047.104,142.425,102.538,34.982,5.18,12.398,1.742,28.587,7.218,76.828,14.904,-0.039,42.524,118.78
359,Eastern and South-Eastern Asia,,,2019,SDG region,2324282.002,143.117,102.479,35.37,4.598,11.904,1.7,28.603,7.306,77.013,14.506,-0.043,41.537,116.713
360,Eastern and South-Eastern Asia,,,2020,SDG region,2333344.076,143.675,102.405,35.765,3.22,10.797,1.569,28.603,7.577,76.911,14.38,0.013,40.866,117.366
361,Eastern and South-Eastern Asia,,,2021,SDG region,2339492.988,144.054,102.314,36.162,2.095,10.143,1.498,28.604,8.048,76.511,14.236,-0.061,41.513,120.426
362,Latin America and the Caribbean,,,1950,SDG region,168335.846,8.306,101.048,18.338,26.251,43.625,5.797,28.979,17.374,48.559,208.678,-0.138,345.504,508.706
363,Latin America and the Caribbean,,,1951,SDG region,172783.143,8.526,100.949,18.293,26.608,43.604,5.803,28.972,16.996,49.046,205.513,-0.589,340.077,500.7
364,Latin America and the Caribbean,,,1952,SDG region,177354.123,8.751,100.87,18.238,27.034,43.516,5.807,28.972,16.482,49.773,200.055,-0.862,331.311,490.039
365,Latin America and the Caribbean,,,1953,SDG region,182056.28,8.983,100.802,18.167,27.364,43.416,5.816,28.971,16.052,50.395,194.713,-1.238,323.439,481.192
366,Latin America and the Caribbean,,,1954,SDG region,186910.16,9.223,100.743,18.081,27.723,43.304,5.827,28.965,15.581,51.102,189.518,-1.272,314.646,471.308
367,Latin America and the Caribbean,,,1955,SDG region,191936.41,9.471,100.69,17.988,27.928,43.133,5.837,28.974,15.205,51.659,184.404,-1.354,307.047,463.909
368,Latin America and the Caribbean,,,1956,SDG region,197136.63,9.728,100.643,17.89,28.216,42.978,5.849,28.972,14.762,52.339,179.248,-1.375,298.993,454.19
369,Latin America and the Caribbean,,,1957,SDG region,202519.685,9.993,100.605,17.788,28.394,42.811,5.861,28.962,14.417,52.867,174.031,-1.406,291.473,446.858
370,Latin America and the Caribbean,,,1958,SDG region,208049.43,10.266,100.573,17.687,28.576,42.559,5.865,28.972,13.983,53.549,169.174,-1.739,283.945,437.174
371,Latin America and the Caribbean,,,1959,SDG region,213778.34,10.549,100.538,17.589,28.645,42.288,5.865,28.976,13.643,54.073,164.215,-1.214,276.528,429.859
372,Latin America and the Caribbean,,,1960,SDG region,219754.16,10.844,100.486,17.499,28.761,42.032,5.865,28.983,13.271,54.655,159.439,-1.1,269.578,421.606
373,Latin America and the Caribbean,,,1961,SDG region,225927.497,11.148,100.422,17.421,28.843,41.747,5.858,28.984,12.904,55.223,154.825,-1.137,262.527,413.341
374,Latin America and the Caribbean,,,1962,SDG region,232266.372,11.461,100.363,17.352,28.845,41.443,5.844,28.998,12.598,55.692,150.419,-1.252,256.318,407.141
375,Latin America and the Caribbean,,,1963,SDG region,238750.452,11.781,100.309,17.288,28.755,41.082,5.819,29.009,12.327,56.119,146.38,-1.325,250.565,401.127
376,Latin America and the Caribbean,,,1964,SDG region,245366.837,12.107,100.258,17.233,28.529,40.523,5.76,29.009,11.994,56.648,142.144,-1.33,244.001,393.289
377,Latin America and the Caribbean,,,1965,SDG region,252093.551,12.439,100.207,17.198,28.127,39.842,5.679,29.025,11.715,57.057,138.36,-1.271,239.058,387.551
378,Latin America and the Caribbean,,,1966,SDG region,258880.172,12.774,100.16,17.191,27.715,39.148,5.589,29.038,11.433,57.486,134.909,-1.475,233.608,381.263
379,Latin America and the Caribbean,,,1967,SDG region,265713.489,13.111,100.115,17.212,27.244,38.41,5.486,29.043,11.166,57.876,131.157,-1.415,228.554,375.851
380,Latin America and the Caribbean,,,1968,SDG region,272595.803,13.451,100.07,17.256,26.786,37.702,5.376,29.028,10.916,58.249,127.363,-1.507,223.442,370.657
381,Latin America and the Caribbean,,,1969,SDG region,279527.928,13.793,100.026,17.311,26.45,37.144,5.281,29.015,10.694,58.599,123.804,-1.543,218.673,365.527
382,Latin America and the Caribbean,,,1970,SDG region,286525.532,14.138,99.985,17.38,25.982,36.629,5.186,28.981,10.647,58.61,121.79,-1.476,219.565,366.46
383,Latin America and the Caribbean,,,1971,SDG region,293609.377,14.488,99.914,17.472,25.958,36.133,5.085,28.939,10.175,59.505,116.632,-1.66,208.056,352.487
384,Latin America and the Caribbean,,,1972,SDG region,300799.282,14.843,99.818,17.586,25.707,35.694,4.984,28.885,9.987,59.873,113.307,-1.661,203.865,347.674
385,Latin America and the Caribbean,,,1973,SDG region,308110.222,15.204,99.725,17.708,25.555,35.269,4.883,28.835,9.714,60.44,109.482,-1.615,197.739,339.356
386,Latin America and the Caribbean,,,1974,SDG region,315529.22,15.57,99.634,17.838,25.223,34.736,4.764,28.775,9.513,60.862,106.345,-1.616,193.191,333.469
387,Latin America and the Caribbean,,,1975,SDG region,323032.374,15.94,99.547,17.975,25.031,34.29,4.658,28.723,9.259,61.406,102.417,-1.677,187.348,326.154
388,Latin America and the Caribbean,,,1976,SDG region,330600.042,16.313,99.46,18.117,24.745,33.925,4.562,28.659,9.18,61.608,99.585,-1.826,185.197,324.278
389,Latin America and the Caribbean,,,1977,SDG region,338342.343,16.695,99.385,18.264,24.614,33.534,4.466,28.605,8.92,62.214,95.608,-1.281,178.869,316.209
390,Latin America and the Caribbean,,,1978,SDG region,346288.962,17.087,99.32,18.416,24.383,33.156,4.372,28.55,8.773,62.578,92.136,-1.318,175.178,311.996
391,Latin America and the Caribbean,,,1979,SDG region,354316.51,17.484,99.252,18.574,24.053,32.692,4.266,28.482,8.639,62.921,88.766,-1.316,171.524,307.702
392,Latin America and the Caribbean,,,1980,SDG region,362332.604,17.879,99.187,18.741,23.731,32.209,4.16,28.421,8.478,63.332,85.39,-1.754,166.639,302.011
393,Latin America and the Caribbean,,,1981,SDG region,370214.132,18.268,99.121,18.919,23.516,31.785,4.063,28.349,8.269,63.825,81.545,-2.494,161.642,295.494
394,Latin America and the Caribbean,,,1982,SDG region,378073.941,18.656,99.051,19.105,23.21,31.348,3.969,28.287,8.138,64.139,78.751,-2.268,157.859,291.156
395,Latin America and the Caribbean,,,1983,SDG region,386071.046,19.05,98.985,19.297,22.953,30.842,3.869,28.211,7.889,64.736,74.819,-2.08,150.725,282.14
396,Latin America and the Caribbean,,,1984,SDG region,394125.323,19.448,98.925,19.496,22.605,30.323,3.773,28.15,7.718,65.156,71.644,-2.226,145.726,276.075
397,Latin America and the Caribbean,,,1985,SDG region,402164.075,19.845,98.87,19.698,22.248,29.828,3.681,28.057,7.58,65.512,69.016,-2.289,142.377,271.289
398,Latin America and the Caribbean,,,1986,SDG region,410179.799,20.24,98.818,19.902,21.965,29.307,3.59,27.95,7.342,66.123,65.902,-2.499,136.339,262.627
399,Latin America and the Caribbean,,,1987,SDG region,418193.8,20.636,98.767,20.107,21.582,28.761,3.499,27.841,7.179,66.571,63.228,-2.397,132.405,256.761
400,Latin America and the Caribbean,,,1988,SDG region,426258.53,21.033,98.717,20.31,21.148,28.177,3.408,27.741,7.029,67.005,60.651,-2.174,128.285,251.127
401,Latin America and the Caribbean,,,1989,SDG region,434345.556,21.433,98.666,20.514,20.764,27.681,3.331,27.647,6.917,67.36,58.028,-2.189,125.172,247.196
402,Latin America and the Caribbean,,,1990,SDG region,442565.114,21.838,98.613,20.723,20.306,27.14,3.253,27.568,6.834,67.659,55.47,-1.426,121.836,243.333
403,Latin America and the Caribbean,,,1991,SDG region,450839.607,22.246,98.557,20.942,19.887,26.603,3.175,27.485,6.716,68.035,52.982,-1.742,118.372,238.483
404,Latin America and the Caribbean,,,1992,SDG region,459026.864,22.65,98.499,21.168,19.42,26.039,3.1,27.425,6.619,68.377,50.463,-1.598,114.807,233.815
405,Latin America and the Caribbean,,,1993,SDG region,467183.201,23.053,98.444,21.401,19.081,25.612,3.042,27.36,6.531,68.712,48.013,-1.703,111.195,229.318
406,Latin America and the Caribbean,,,1994,SDG region,475330.393,23.455,98.398,21.641,18.695,25.123,2.978,27.302,6.428,69.106,45.6,-1.523,107.44,224.279
407,Latin America and the Caribbean,,,1995,SDG region,483431.616,23.855,98.357,21.888,18.277,24.65,2.917,27.244,6.373,69.413,43.299,-1.673,103.994,220.117
408,Latin America and the Caribbean,,,1996,SDG region,491423.986,24.249,98.312,22.139,17.817,24.106,2.848,27.172,6.289,69.793,41.123,-1.65,100.384,215.065
409,Latin America and the Caribbean,,,1997,SDG region,499347.53,24.64,98.267,22.395,17.4,23.621,2.787,27.102,6.221,70.144,39.014,-1.6,96.934,210.477
410,Latin America and the Caribbean,,,1998,SDG region,507199.406,25.027,98.223,22.654,16.955,23.151,2.728,27.043,6.196,70.388,37.664,-1.574,95.056,207.371
411,Latin America and the Caribbean,,,1999,SDG region,514937.047,25.409,98.179,22.918,16.581,22.69,2.671,26.989,6.109,70.821,35.222,-1.704,90.484,201.535
412,Latin America and the Caribbean,,,2000,SDG region,522512.13,25.783,98.125,23.192,16.115,22.181,2.609,26.943,6.066,71.137,33.381,-1.807,87.536,197.736
413,Latin America and the Caribbean,,,2001,SDG region,529912.69,26.148,98.072,23.477,15.613,21.657,2.546,26.895,6.044,71.408,31.79,-1.814,84.955,194.337
414,Latin America and the Caribbean,,,2002,SDG region,537159.484,26.506,98.024,23.771,15.132,21.126,2.485,26.903,5.994,71.757,30.182,-1.784,81.775,189.83
415,Latin America and the Caribbean,,,2003,SDG region,544202.034,26.853,97.977,24.076,14.557,20.582,2.424,26.922,6.025,71.937,28.76,-1.87,79.346,187.04
416,Latin America and the Caribbean,,,2004,SDG region,551122.12,27.195,97.934,24.389,14.27,20.252,2.387,26.91,5.982,72.27,27.699,-1.706,77.143,183.001
417,Latin America and the Caribbean,,,2005,SDG region,557964.02,27.532,97.892,24.706,13.994,19.918,2.35,26.891,5.924,72.673,26.285,-1.901,74.117,177.751
418,Latin America and the Caribbean,,,2006,SDG region,564664.743,27.863,97.852,25.031,13.576,19.521,2.307,26.903,5.945,72.894,25.099,-1.813,72.234,174.96
419,Latin America and the Caribbean,,,2007,SDG region,571246.589,28.188,97.813,25.36,13.151,19.158,2.268,26.881,6.007,73.034,24.107,-1.754,70.713,172.76
420,Latin America and the Caribbean,,,2008,SDG region,577692.625,28.506,97.763,25.698,12.824,18.84,2.235,26.871,6.016,73.276,23.16,-1.795,69.119,169.761
421,Latin America and the Caribbean,,,2009,SDG region,584072.346,28.821,97.704,26.042,12.57,18.618,2.214,26.871,6.048,73.487,22.274,-1.65,67.428,166.78
422,Latin America and the Caribbean,,,2010,SDG region,590547.013,29.14,97.652,26.382,12.124,18.377,2.192,26.883,6.253,73.195,22.873,-1.01,71.345,171.432
423,Latin America and the Caribbean,,,2011,SDG region,597179.842,29.467,97.608,26.721,12.056,18.171,2.173,26.889,6.115,73.867,20.869,-0.842,64.101,161.52
424,Latin America and the Caribbean,,,2012,SDG region,603818.795,29.795,97.568,27.07,11.71,17.848,2.142,26.893,6.138,74.101,20.137,-0.819,62.009,158.355
425,Latin America and the Caribbean,,,2013,SDG region,610323.373,30.116,97.527,27.426,11.418,17.56,2.116,26.933,6.142,74.359,19.538,-0.886,59.97,154.931
426,Latin America and the Caribbean,,,2014,SDG region,616734.059,30.432,97.492,27.785,11.164,17.333,2.098,26.992,6.169,74.576,19.033,-0.806,58.313,152.086
427,Latin America and the Caribbean,,,2015,SDG region,623076.488,30.745,97.458,28.144,10.79,17.057,2.076,27.063,6.267,74.637,18.556,-0.692,57.401,151.338
428,Latin America and the Caribbean,,,2016,SDG region,629341.008,31.054,97.42,28.498,10.138,16.555,2.025,27.136,6.417,74.593,18.164,-0.231,57.088,151.73
429,Latin America and the Caribbean,,,2017,SDG region,635448.199,31.356,97.381,28.855,9.859,16.316,2.007,27.222,6.457,74.756,17.78,-0.45,56.264,149.927
430,Latin America and the Caribbean,,,2018,SDG region,641303.732,31.645,97.342,29.221,9.467,16.001,1.981,27.332,6.534,74.871,17.348,-0.532,55.461,148.547
431,Latin America and the Caribbean,,,2019,SDG region,646846.757,31.918,97.295,29.587,8.936,15.516,1.934,27.411,6.58,75.055,16.941,-0.661,54.152,146.117
432,Latin America and the Caribbean,,,2020,SDG region,651836.122,32.164,97.213,29.934,7.345,15.117,1.895,27.471,7.772,73.095,16.466,-0.251,59.259,173.0
433,Latin America and the Caribbean,,,2021,SDG region,656098.097,32.375,97.101,30.264,6.361,14.796,1.864,27.502,8.435,72.164,16.176,-0.418,61.96,189.244
434,Oceania (excluding Australia and New Zealand),,,1950,SDG region,2488.836,4.596,117.197,17.455,22.773,43.793,5.916,29.599,21.02,41.796,228.293,-3.142,428.234,630.456
435,Oceania (excluding Australia and New Zealand),,,1951,SDG region,2537.985,4.687,116.525,17.5,22.288,44.412,5.955,29.602,22.124,40.281,231.29,-2.787,456.098,657.985
436,Oceania (excluding Australia and New Zealand),,,1952,SDG region,2592.131,4.787,115.874,17.521,25.207,44.945,5.997,29.59,19.738,43.182,215.156,-2.452,409.452,611.49
437,Oceania (excluding Australia and New Zealand),,,1953,SDG region,2653.474,4.9,115.216,17.514,26.166,45.266,6.038,29.631,19.1,43.928,208.463,-2.083,399.134,600.827
438,Oceania (excluding Australia and New Zealand),,,1954,SDG region,2719.096,5.021,114.589,17.493,26.828,45.272,6.044,29.625,18.444,44.702,201.792,-1.976,388.627,589.947
439,Oceania (excluding Australia and New Zealand),,,1955,SDG region,2788.863,5.15,114.003,17.457,27.564,45.377,6.085,29.646,17.813,45.478,195.322,-1.728,378.742,578.836
440,Oceania (excluding Australia and New Zealand),,,1956,SDG region,2863.102,5.287,113.45,17.399,27.906,45.226,6.107,29.673,17.32,46.085,189.584,-1.201,370.792,570.489
441,Oceania (excluding Australia and New Zealand),,,1957,SDG region,2941.018,5.431,112.947,17.316,28.517,45.135,6.144,29.676,16.618,47.013,182.445,-1.474,358.155,556.829
442,Oceania (excluding Australia and New Zealand),,,1958,SDG region,3022.032,5.581,112.491,17.211,28.78,44.841,6.164,29.685,16.061,47.747,176.289,-1.42,348.337,546.309
443,Oceania (excluding Australia and New Zealand),,,1959,SDG region,3105.638,5.735,112.066,17.09,28.848,44.42,6.175,29.712,15.572,48.367,170.542,-1.596,339.541,537.629
444,Oceania (excluding Australia and New Zealand),,,1960,SDG region,3191.536,5.894,111.682,16.962,28.999,44.09,6.201,29.748,15.091,48.999,164.665,-1.651,330.756,528.961
445,Oceania (excluding Australia and New Zealand),,,1961,SDG region,3275.91,6.049,111.401,16.832,29.048,43.688,6.219,29.793,14.64,49.617,159.316,-4.148,321.793,520.192
446,Oceania (excluding Australia and New Zealand),,,1962,SDG region,3358.439,6.202,111.217,16.7,29.346,43.66,6.244,29.713,14.314,50.094,154.747,-4.491,315.482,513.952
447,Oceania (excluding Australia and New Zealand),,,1963,SDG region,3442.079,6.356,111.081,16.577,29.526,43.268,6.229,29.765,13.742,50.933,148.733,-5.216,303.474,500.858
448,Oceania (excluding Australia and New Zealand),,,1964,SDG region,3526.074,6.511,110.987,16.464,29.613,42.998,6.227,29.859,13.385,51.431,144.576,-5.757,296.539,493.513
449,Oceania (excluding Australia and New Zealand),,,1965,SDG region,3611.325,6.669,110.905,16.358,29.794,42.678,6.199,29.895,12.884,52.159,139.104,-5.937,286.357,482.846
450,Oceania (excluding Australia and New Zealand),,,1966,SDG region,3698.633,6.83,110.816,16.266,30.003,42.503,6.185,29.904,12.5,52.738,134.71,-6.161,277.99,473.735
451,Oceania (excluding Australia and New Zealand),,,1967,SDG region,3785.97,6.991,110.741,16.171,30.008,42.085,6.143,29.937,12.077,53.379,130.068,-7.246,269.108,463.879
452,Oceania (excluding Australia and New Zealand),,,1968,SDG region,3873.924,7.154,110.684,16.071,30.184,41.839,6.109,29.913,11.655,54.012,125.785,-7.097,260.211,453.643
453,Oceania (excluding Australia and New Zealand),,,1969,SDG region,3965.468,7.323,110.631,15.983,30.297,41.607,6.078,29.884,11.31,54.499,121.598,-6.752,253.0,446.23
454,Oceania (excluding Australia and New Zealand),,,1970,SDG region,4061.175,7.5,110.588,15.909,30.325,41.234,6.03,29.881,10.909,55.12,117.659,-6.247,244.403,435.93
455,Oceania (excluding Australia and New Zealand),,,1971,SDG region,4159.927,7.682,110.53,15.843,30.161,40.768,5.968,29.865,10.607,55.569,114.114,-6.243,238.002,429.037
456,Oceania (excluding Australia and New Zealand),,,1972,SDG region,4259.466,7.866,110.427,15.826,29.944,40.2,5.894,29.884,10.256,56.099,110.441,-6.625,230.604,420.423
457,Oceania (excluding Australia and New Zealand),,,1973,SDG region,4358.416,8.048,110.311,15.87,29.535,39.48,5.821,29.896,9.945,56.55,106.905,-6.987,223.786,412.877
458,Oceania (excluding Australia and New Zealand),,,1974,SDG region,4456.749,8.23,110.224,15.948,29.258,38.84,5.75,29.887,9.582,57.158,103.321,-7.254,216.09,402.884
459,Oceania (excluding Australia and New Zealand),,,1975,SDG region,4555.131,8.412,110.155,16.058,29.029,38.368,5.692,29.858,9.339,57.57,100.215,-7.436,210.577,396.21
460,Oceania (excluding Australia and New Zealand),,,1976,SDG region,4654.496,8.595,110.079,16.194,28.921,37.956,5.635,29.827,9.035,58.141,96.535,-7.451,203.163,386.973
461,Oceania (excluding Australia and New Zealand),,,1977,SDG region,4754.973,8.781,110.005,16.35,28.71,37.515,5.565,29.814,8.805,58.574,93.406,-7.562,197.703,380.189
462,Oceania (excluding Australia and New Zealand),,,1978,SDG region,4856.524,8.968,109.944,16.521,28.489,37.037,5.478,29.798,8.548,59.094,90.224,-7.463,191.143,371.653
463,Oceania (excluding Australia and New Zealand),,,1979,SDG region,4959.977,9.159,109.938,16.704,28.292,36.628,5.393,29.787,8.336,59.569,87.365,-7.261,185.657,364.06
464,Oceania (excluding Australia and New Zealand),,,1980,SDG region,5066.748,9.356,109.924,16.897,28.086,36.301,5.316,29.784,8.215,59.915,84.454,-6.613,180.56,358.21
465,Oceania (excluding Australia and New Zealand),,,1981,SDG region,5177.809,9.562,109.925,17.05,28.034,36.104,5.249,29.767,8.07,60.269,81.811,-6.219,175.742,352.445
466,Oceania (excluding Australia and New Zealand),,,1982,SDG region,5291.882,9.772,110.001,17.164,27.962,35.928,5.177,29.757,7.966,60.551,79.434,-6.275,171.951,348.051
467,Oceania (excluding Australia and New Zealand),,,1983,SDG region,5408.15,9.987,110.082,17.282,28.085,35.933,5.129,29.756,7.848,60.89,77.42,-6.402,168.084,342.638
468,Oceania (excluding Australia and New Zealand),,,1984,SDG region,5527.572,10.207,110.15,17.397,28.095,35.827,5.063,29.732,7.732,61.224,75.249,-6.201,164.419,337.677
469,Oceania (excluding Australia and New Zealand),,,1985,SDG region,5650.509,10.434,110.208,17.507,28.113,35.718,5.003,29.739,7.605,61.571,73.461,-6.116,160.849,332.131
470,Oceania (excluding Australia and New Zealand),,,1986,SDG region,5775.215,10.665,110.251,17.608,27.927,35.507,4.934,29.751,7.58,61.69,71.99,-6.342,159.308,330.769
471,Oceania (excluding Australia and New Zealand),,,1987,SDG region,5900.614,10.896,110.271,17.703,27.867,35.353,4.868,29.698,7.486,61.95,70.228,-6.569,156.164,326.583
472,Oceania (excluding Australia and New Zealand),,,1988,SDG region,6026.34,11.128,110.283,17.794,27.768,35.179,4.808,29.696,7.411,62.149,68.662,-6.988,153.897,323.731
473,Oceania (excluding Australia and New Zealand),,,1989,SDG region,6155.444,11.367,110.26,17.883,27.562,34.89,4.738,29.692,7.328,62.356,67.291,-6.052,151.51,320.398
474,Oceania (excluding Australia and New Zealand),,,1990,SDG region,6298.433,11.631,110.061,17.984,27.406,34.674,4.687,29.679,7.268,62.531,65.86,-3.083,149.682,317.991
475,Oceania (excluding Australia and New Zealand),,,1991,SDG region,6461.415,11.932,109.752,18.09,27.072,34.278,4.63,29.645,7.206,62.694,64.786,-0.329,147.812,315.404
