,Nombre,ISO3,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
32,Burkina Faso,BFA,4213.757,4261.979,4312.573,4364.03,4417.092,4472.824,4530.885,4591.019,4651.801,4715.489,4783.259,4852.833,4924.497,4998.671,5076.111,5157.929,5242.797,5330.613,5422.119,5515.747,5611.666,5707.793,5805.283,5907.742,6018.141,6138.444,6269.765,6416.569,6577.779,6749.939,6932.967,7123.73,7321.817,7531.184,7751.476,7979.185,8207.827,8434.996,8663.72,8895.234,9131.361,9365.064,9598.555,9840.075,10091.256,10353.263,10621.21,10897.353,11201.063,11533.554,11882.888,12249.764,12632.269,13030.591,13445.977,13876.127,14316.242,14757.074,15197.915,15650.022,16116.845,16602.651,17113.732,17636.408,18169.842,18718.019,19275.498,19835.858,20392.723,20951.639,21522.626,22100.683
33,Burundi,BDI,2254.113,2303.248,2351.535,2399.099,2446.758,2495.193,2544.258,2593.84,2643.153,2693.642,2746.628,2815.972,2887.398,2948.133,3033.221,3118.134,3193.378,3274.493,3352.397,3424.429,3497.834,3582.07,3579.195,3571.45,3660.032,3749.232,3830.889,3927.428,4039.41,4137.437,4312.834,4490.743,4602.271,4726.506,4842.268,4948.024,5041.706,5157.769,5271.84,5373.697,5483.793,5594.828,5743.085,5555.22,5586.408,5932.783,5930.507,5923.862,6035.34,6180.18,6307.659,6465.729,6648.938,6860.846,7120.496,7388.874,7658.19,7944.609,8278.109,8709.366,9126.605,9455.733,9795.479,10149.577,10494.913,10727.148,10903.327,11155.593,11493.472,11874.838,12220.227,12551.213
34,Cabo Verde,CPV,184.999,187.255,189.468,191.523,193.466,195.389,197.459,199.86,202.736,206.15,209.849,214.788,221.484,228.814,236.362,244.156,252.238,260.648,269.408,278.524,287.262,293.505,296.818,299.191,301.682,304.375,307.015,309.389,311.685,313.995,317.234,321.634,326.319,330.971,335.473,339.874,344.271,348.718,353.233,358.15,364.563,372.721,381.947,391.749,401.655,411.382,421.007,430.654,440.214,449.627,458.251,465.958,473.231,480.089,486.583,492.827,498.884,504.733,510.336,515.638,521.212,527.521,533.864,539.94,546.076,552.166,558.394,564.954,571.202,577.03,582.64,587.925
35,Cambodia,KHM,4380.38,4485.391,4592.875,4702.061,4814.378,4931.224,5051.841,5175.949,5298.409,5419.152,5541.676,5664.654,5788.854,5913.68,6040.847,6170.727,6299.23,6426.445,6553.109,6679.708,6708.525,6696.324,6766.289,6852.36,6913.408,6727.922,6307.122,6040.197,5961.193,6051.808,6198.959,6364.472,6619.699,6881.962,7133.899,7376.09,7661.317,7975.597,8269.78,8570.928,8910.808,9259.362,9718.215,10243.55,10636.353,10919.528,11182.612,11431.569,11669.077,11899.006,12118.841,12338.192,12561.779,12787.71,13016.371,13246.583,13477.779,13714.791,13943.888,14155.74,14363.532,14573.885,14786.64,14999.683,15210.817,15417.523,15624.584,15830.689,16025.238,16207.746,16396.86,16589.023
36,Cameroon,CMR,4315.816,4381.975,4449.602,4519.183,4592.37,4670.538,4753.921,4840.93,4931.68,5028.16,5117.608,5200.355,5303.841,5427.511,5556.209,5690.086,5829.58,5975.087,6127.193,6286.232,6452.787,6627.35,6809.468,6998.688,7194.697,7397.417,7598.028,7796.825,8013.279,8243.377,8519.891,8829.048,9046.986,9240.672,9508.57,9804.254,10112.712,10433.905,10759.573,11089.222,11430.52,11777.719,12128.604,12486.773,12848.862,13211.647,13575.324,13941.181,14314.599,14698.973,15091.594,15493.253,15914.033,16354.326,16809.407,17275.171,17751.333,18251.866,18777.081,19319.274,19878.036,20448.873,21032.684,21632.85,22299.585,23012.646,23711.63,24393.181,25076.747,25782.341,26491.087,27198.628
37,Canada,CAN,13743.069,14085.724,14485.745,14901.525,15323.201,15733.923,16167.047,16650.052,17113.389,17524.906,17909.356,18273.684,18622.345,18971.005,19326.326,19688.805,20055.232,20408.05,20731.929,21033.94,21434.577,21888.679,22222.221,22502.029,22812.432,23136.252,23442.114,23715.308,23962.69,24219.124,24511.51,24815.786,25101.518,25360.726,25602.075,25843.922,26116.071,26436.889,26815.064,27244.406,27657.204,28015.761,28347.641,28668.166,28981.189,29289.423,29593.849,29882.752,30144.812,30399.778,30683.313,31002.763,31322.398,31619.45,31911.668,32215.916,32531.867,32862.459,33218.541,33593.917,33963.412,34323.531,34691.878,35063.691,35404.608,35732.126,36113.532,36554.348,37035.254,37522.584,37888.705,38155.012
38,Cayman Islands,CYM,6.912,7.106,7.454,7.686,7.934,8.129,8.204,8.275,8.328,8.374,8.473,8.626,8.799,8.985,9.172,9.366,9.566,9.771,9.981,10.181,10.533,11.117,11.778,12.443,13.118,13.791,14.456,15.116,15.746,16.378,17.1,17.904,18.729,19.572,20.433,21.313,22.195,23.075,23.956,24.888,26.027,27.34,28.677,30.038,31.418,32.802,34.194,35.579,36.947,38.295,39.658,41.054,42.456,43.862,45.286,46.727,48.177,49.647,51.123,52.602,54.074,55.492,56.86,58.212,59.559,60.911,62.255,63.581,64.884,66.134,67.311,68.136
39,Central African Republic,CAF,1436.591,1456.939,1477.9,1499.68,1522.317,1545.898,1570.453,1596.022,1622.618,1650.466,1679.728,1710.364,1742.502,1776.214,1811.694,1849.171,1888.853,1930.861,1975.257,2021.519,2067.356,2111.224,2153.613,2195.905,2239.305,2283.927,2318.349,2342.048,2365.957,2390.329,2415.276,2441.01,2467.635,2495.097,2523.538,2553.075,2583.631,2615.594,2657.235,2724.109,2809.221,2898.052,2991.727,3089.146,3187.844,3276.706,3363.57,3458.472,3555.064,3655.36,3759.17,3844.773,3930.648,4026.841,4115.138,4208.834,4294.352,4375.569,4467.233,4564.54,4660.067,4732.022,4773.306,4802.428,4798.734,4819.333,4904.177,4996.741,5094.78,5209.324,5343.02,5457.154
40,Chad,TCD,2512.688,2560.171,2607.678,2656.088,2705.622,2756.169,2807.901,2860.901,2915.287,2971.246,3028.688,3087.657,3148.242,3210.296,3273.419,3336.338,3398.664,3461.664,3526.77,3595.152,3667.394,3742.534,3824.399,3912.905,4000.559,4084.11,4163.051,4238.551,4313.479,4402.942,4408.23,4409.225,4622.828,4859.173,4920.556,4967.59,5118.16,5300.852,5483.038,5670.619,5827.069,6042.428,6302.926,6448.28,6592.998,6888.856,7200.291,7450.874,7709.115,7981.889,8259.137,8538.804,8838.369,9196.366,9613.503,10005.012,10365.614,10722.731,11098.664,11496.128,11894.727,12317.73,12754.906,13216.766,13697.126,14140.274,14592.585,15085.884,15604.21,16126.866,16644.701,17179.74
41,Chile,CHL,6623.645,6748.673,6882.966,7024.138,7171.41,7323.194,7480.649,7641.931,7806.572,7973.548,8141.82,8313.535,8486.12,8656.006,8825.046,8994.936,9161.649,9326.268,9491.502,9656.299,9820.481,9984.378,10145.765,10307.842,10472.743,10639.531,10804.869,10969.861,11137.748,11304.331,11469.828,11637.613,11807.408,11976.513,12147.758,12326.396,12514.502,12712.784,12918.389,13128.619,13342.868,13561.945,13782.297,13998.386,14210.674,14416.796,14615.483,14809.289,14996.742,15176.41,15351.799,15523.978,15693.79,15859.112,16017.966,16175.311,16334.575,16495.538,16661.462,16833.447,17004.162,17173.573,17341.771,17509.925,17687.108,17870.124,18083.879,18368.577,18701.45,19039.485,19300.315,19493.184
42,China,CHN,543979.233,553613.988,564954.522,577378.682,589936.004,603320.147,616283.022,630003.025,643791.581,652179.194,654170.692,655260.38,664614.65,683903.557,704593.772,723846.349,742948.541,761006.26,780371.956,801430.976,822534.45,843285.424,862840.403,881652.08,899367.64,915124.661,929375.924,942581.333,955138.943,968298.969,982372.466,997259.502,1013483.166,1029226.907,1044172.197,1060239.979,1077770.523,1096851.843,1115889.802,1134414.723,1153704.252,1170626.171,1183813.389,1195855.558,1207286.675,1218144.426,1228298.836,1237801.448,1246836.105,1255433.236,1264099.069,1272739.582,1280926.12,1288873.367,1296816.711,1304887.562,1313086.567,1321513.224,1330167.148,1339125.595,1348191.368,1357095.481,1366560.818,1376100.308,1385189.668,1393715.448,1401889.681,1410275.957,1417069.468,1421864.031,1424929.781,1425893.465
43,"China, Hong Kong SAR",HKG,1980.524,2075.503,2173.597,2275.01,2380.472,2490.487,2606.293,2728.466,2855.692,2985.05,3114.671,3231.758,3331.188,3424.353,3514.763,3602.029,3684.665,3762.177,3834.043,3898.387,3955.072,4028.605,4128.333,4234.754,4342.773,4451.22,4558.873,4664.903,4768.798,4872.752,4978.544,5077.742,5166.905,5252.127,5333.571,5411.68,5492.791,5578.533,5665.617,5752.708,5838.574,5923.447,6007.685,6089.808,6168.707,6243.859,6333.444,6441.236,6546.057,6641.965,6731.195,6801.542,6848.847,6886.457,6915.998,6936.874,6960.595,7001.456,7050.677,7094.595,7132.438,7175.364,7234.06,7296.827,7352.183,7399.838,7435.927,7461.519,7481.555,7496.122,7500.958,7494.578
44,"China, Macao SAR",MAC,196.838,200.511,200.829,199.998,198.232,195.757,192.72,189.199,185.291,181.12,177.014,178.672,186.039,193.618,201.38,209.278,217.232,225.151,232.929,240.416,247.284,249.832,248.669,247.838,247.28,246.919,246.661,246.405,246.048,245.605,245.332,248.695,256.692,266.253,276.591,287.7,299.491,311.808,324.478,337.336,350.227,362.39,372.37,380.712,388.779,396.641,404.297,411.7,418.776,425.518,431.896,439.122,449.665,462.533,475.529,488.619,501.863,515.33,529.038,543.021,557.297,571.003,582.766,593.374,604.167,615.239,626.688,638.609,650.991,663.653,676.283,686.607
45,"China, Taiwan Province of China",TWN,7623.13,7934.689,8251.039,8572.131,8897.776,9229.462,9567.049,9909.453,10256.963,10612.773,10983.147,11371.85,11779.051,12200.148,12630.946,13070.708,13515.9,13917.831,14271.112,14617.237,14957.87,15292.065,15617.414,15933.845,16243.905,16551.774,16860.821,17171.482,17482.884,17793.465,18100.281,18400.556,18692.874,18976.104,19249.25,19511.876,19761.79,19995.931,20211.361,20404.386,20586.174,20770.62,20952.222,21125.717,21293.437,21455.813,21612.429,21764.843,21913.672,22057.214,22194.731,22333.125,22469.616,22593.681,22703.099,22796.306,22874.975,22942.308,22998.321,23044.082,23083.083,23143.071,23234.058,23330.334,23422.513,23512.136,23594.471,23665.024,23726.185,23777.737,23821.464,23859.912
46,Colombia,COL,11769.748,12087.058,12419.968,12767.237,13130.649,13512.612,13911.407,14329.355,14760.798,15211.087,15687.688,16182.414,16691.282,17210.956,17739.754,18275.814,18811.407,19343.961,19872.503,20392.264,20905.254,21405.413,21898.055,22396.318,22897.871,23403.731,23913.002,24443.926,25003.608,25579.323,26176.195,26785.982,27405.194,28042.329,28689.032,29326.26,29960.101,30603.048,31256.727,31923.117,32601.393,33272.628,33939.039,34614.735,35295.461,35970.101,36632.573,37291.946,37944.414,38585.033,39215.135,39837.875,40454.05,41057.687,41648.268,42220.94,42772.91,43306.582,43815.313,44313.917,44816.108,45308.899,45782.417,46237.93,46677.947,47119.728,47625.955,48351.671,49276.961,50187.406,50930.662,51516.562
47,Comoros,COM,161.814,165.143,168.297,171.607,174.805,177.885,180.863,184.065,187.64,191.246,194.852,198.617,202.527,206.546,210.665,214.939,219.369,224.321,229.971,236.002,242.351,249.066,256.187,263.728,271.719,280.036,288.81,298.152,307.938,318.123,328.328,337.986,347.053,356.137,365.664,375.65,386.068,396.887,408.07,419.584,431.119,442.277,452.99,463.318,473.478,483.76,494.288,505.033,515.959,526.443,536.758,547.741,559.047,570.13,581.154,592.683,604.658,616.899,629.47,642.493,656.024,670.071,684.553,699.393,714.612,730.216,746.232,761.664,776.313,790.986,806.166,821.625
48,Congo,COG,835.132,853.253,872.082,891.707,912.13,933.418,955.725,979.064,1003.497,1029.055,1055.693,1083.431,1112.348,1142.6,1174.269,1207.412,1242.116,1278.312,1316.13,1355.699,1396.989,1440.159,1485.274,1532.069,1580.28,1624.935,1665.418,1706.181,1747.207,1788.218,1829.256,1870.54,1911.634,1951.851,2001.739,2062.555,2124.863,2188.654,2253.336,2319.177,2385.435,2452.675,2520.958,2594.168,2669.22,2742.309,2816.595,2875.037,2937.166,3016.659,3134.03,3254.101,3331.158,3424.653,3543.012,3672.839,3813.323,3956.329,4089.602,4257.23,4437.884,4584.216,4713.257,4828.066,4944.861,5064.386,5186.824,5312.34,5441.062,5570.733,5702.174,5835.806
49,Cook Islands,COK,14.683,15.027,15.309,15.573,15.845,16.129,16.413,16.675,16.941,17.259,17.631,18.014,18.264,18.406,18.571,18.767,19.003,19.314,19.677,20.066,20.47,20.85,20.759,20.177,19.535,18.863,18.216,17.876,17.809,17.733,17.651,17.559,17.404,17.178,16.925,16.657,16.494,16.557,16.735,16.924,17.123,17.308,17.456,17.564,17.656,17.735,17.798,17.581,17.067,16.5,15.897,15.294,15.028,15.077,15.113,15.146,15.199,15.507,16.063,16.634,17.212,17.769,18.0,17.916,17.816,17.695,17.546,17.395,17.253,17.11,17.029,17.003
50,Costa Rica,CRI,948.487,979.749,1012.947,1048.055,1085.099,1123.982,1164.562,1207.056,1251.605,1298.054,1346.302,1396.138,1447.037,1498.647,1550.661,1602.736,1654.619,1706.062,1756.333,1805.968,1855.697,1905.486,1955.547,2006.247,2058.235,2111.85,2167.544,2225.63,2286.21,2349.258,2414.303,2481.334,2550.78,2622.532,2696.2,2771.463,2847.849,2924.595,3001.461,3079.001,3158.253,3239.414,3321.939,3405.372,3489.152,3572.856,3656.234,3739.421,3821.421,3901.43,3979.193,4053.222,4122.623,4188.61,4252.8,4315.887,4378.172,4440.019,4501.921,4563.127,4622.252,4679.926,4736.593,4791.535,4844.288,4895.242,4945.205,4993.842,5040.734,5084.532,5123.105,5153.957
51,Croatia,HRV,3864.691,3900.322,3935.773,3973.455,4011.865,4049.659,4085.64,4119.357,4151.529,4183.291,4215.324,4247.852,4280.073,4311.042,4341.043,4371.381,4401.775,4429.801,4454.141,4474.891,4492.638,4509.275,4526.426,4544.133,4561.861,4579.428,4597.191,4615.729,4635.773,4657.517,4680.144,4703.98,4728.725,4751.89,4776.362,4803.325,4828.684,4849.962,4865.828,4874.182,4873.707,4844.522,4798.321,4792.403,4819.426,4807.1,4758.628,4711.373,4659.932,4605.329,4548.434,4506.759,4482.868,4461.139,4443.35,4429.681,4417.56,4405.532,4393.664,4382.13,4368.682,4351.842,4331.595,4308.854,4283.972,4254.815,4223.751,4192.467,4160.485,4129.752,4096.869,4060.135
52,Cuba,CUB,5926.645,6047.907,6170.59,6296.738,6426.523,6559.586,6695.376,6833.757,6974.868,7119.349,7267.395,7418.518,7574.265,7736.352,7902.286,8067.651,8230.45,8390.962,8550.286,8709.654,8869.636,9025.709,9169.289,9297.924,9413.105,9514.305,9600.862,9672.546,9729.986,9774.711,9809.107,9848.56,9908.874,9984.591,10065.539,10149.044,10235.48,10326.91,10425.433,10527.187,10626.68,10713.812,10783.748,10840.934,10887.207,10926.703,10963.031,10998.129,11033.758,11070.094,11105.791,11139.127,11170.051,11199.217,11225.294,11246.114,11260.63,11269.887,11276.609,11283.185,11290.417,11298.71,11309.29,11321.579,11332.026,11339.894,11342.012,11336.405,11328.244,11316.697,11300.698,11256.372
53,Curaçao,CUW,100.067,103.459,106.063,108.782,111.645,114.659,117.833,121.196,124.758,128.51,131.274,133.112,135.095,137.087,139.078,141.049,143.014,144.957,146.851,148.667,150.385,151.966,153.235,154.096,154.689,155.151,155.55,155.915,156.255,156.572,156.851,157.024,157.048,156.96,156.806,156.639,156.458,156.262,156.043,155.773,155.446,155.021,154.376,153.387,152.089,150.592,148.938,147.145,145.25,143.251,141.424,140.631,141.382,143.108,145.083,147.263,149.664,152.119,154.587,157.01,159.38,161.677,163.948,166.136,168.025,169.572,170.739,171.524,184.722,193.107,189.288,190.338
54,Cyprus,CYP,493.956,501.274,508.971,517.021,525.402,534.125,543.25,552.883,563.154,574.158,585.725,594.771,601.095,607.072,612.338,617.345,622.566,627.695,632.452,636.821,640.804,644.413,647.62,650.705,648.585,644.982,648.868,656.414,663.975,671.611,679.327,687.17,696.227,707.477,719.678,731.664,743.446,755.021,766.412,777.592,788.5,799.061,810.431,825.986,844.444,862.418,880.058,897.471,914.66,931.6,948.237,964.83,982.194,1000.35,1018.684,1037.062,1055.438,1073.873,1092.39,1110.974,1129.686,1145.086,1156.556,1166.968,1176.995,1187.28,1197.881,1208.523,1218.831,1228.836,1237.537,1244.188
55,Czechia,CZE,8916.634,8996.945,9076.531,9151.638,9220.466,9288.972,9357.535,9418.155,9468.429,9506.695,9539.362,9570.405,9594.139,9623.934,9664.981,9702.73,9731.805,9754.258,9770.099,9782.56,9795.744,9816.549,9851.275,9900.291,9960.863,10025.715,10088.044,10144.499,10195.871,10241.203,10270.06,10283.835,10293.691,10298.164,10299.715,10302.326,10302.68,10302.082,10304.152,10304.496,10301.192,10303.362,10310.956,10318.916,10321.302,10311.702,10295.651,10279.044,10263.833,10249.147,10234.71,10230.276,10238.17,10248.038,10260.999,10280.113,10304.815,10337.829,10378.583,10421.51,10464.749,10496.379,10511.065,10514.552,10517.182,10523.798,10527.591,10531.305,10534.593,10536.871,10530.953,10510.751
56,Côte d'Ivoire,CIV,2736.909,2814.32,2893.687,2976.271,3062.945,3154.282,3251.073,3353.893,3463.232,3580.593,3708.661,3848.336,3998.287,4156.453,4321.368,4492.89,4671.196,4856.689,5050.106,5255.149,5477.086,5718.867,5979.984,6257.373,6548.923,6853.981,7142.69,7415.9,7700.816,7996.368,8303.81,8621.621,8948.119,9282.05,9621.405,9964.075,10309.44,10663.498,11043.193,11462.943,11910.54,12369.269,12838.314,13316.448,13802.285,14299.727,14810.946,15335.453,15858.99,16345.894,16799.67,17245.468,17683.897,18116.451,18544.903,18970.215,19394.057,19817.7,20244.449,20677.762,21120.042,21562.914,22010.712,22469.268,22995.555,23596.741,24213.622,24848.016,25493.988,26147.551,26811.79,27478.249
57,Dem. People's Republic of Korea,PRK,11103.379,10557.969,10228.066,10147.6,10206.242,10360.269,10552.182,10802.103,11106.854,11391.376,11655.666,11916.515,12180.505,12475.236,12787.523,13105.946,13444.048,13821.409,14216.305,14605.481,14996.879,15381.626,15768.363,16128.122,16437.002,16723.252,16987.17,17231.389,17472.094,17719.172,17973.65,18235.202,18502.087,18771.363,19045.154,19325.487,19613.038,19903.893,20197.464,20494.965,20799.523,21115.534,21439.991,21773.017,22105.225,22385.536,22614.347,22827.373,23023.636,23204.498,23367.059,23512.522,23638.411,23781.707,23948.93,24100.982,24235.761,24356.506,24469.047,24581.509,24686.435,24783.789,24887.77,25001.819,25126.131,25258.015,25389.611,25516.321,25638.149,25755.441,25867.467,25971.909
58,Democratic Republic of the Congo,COD,12295.745,12545.791,12807.615,13074.603,13349.701,13638.427,13939.099,14252.673,14569.211,14903.607,15276.558,15673.284,16086.084,16517.995,16965.855,17438.254,17941.738,18472.105,19022.799,19583.123,20151.733,20712.952,21273.409,21853.906,22448.415,23052.715,23655.016,24256.464,25015.244,25902.76,26708.686,27457.783,28219.219,29005.175,29879.852,30800.051,31725.132,32712.574,33750.052,34825.891,35987.541,37194.812,38332.302,39580.844,41511.985,43285.791,44118.709,44822.198,45895.524,47227.238,48616.317,50106.657,51662.071,53205.639,54815.607,56550.247,58381.63,60289.422,62249.724,64270.232,66391.257,68654.269,70997.87,73460.021,76035.588,78656.904,81430.977,84283.273,87087.355,89906.89,92853.164,95894.118
59,Denmark,DNK,4267.694,4299.579,4330.757,4362.483,4394.32,4426.508,4459.559,4491.051,4521.329,4551.44,4581.727,4613.434,4645.994,4680.812,4718.016,4756.337,4796.403,4834.73,4867.734,4896.157,4922.963,4951.486,4981.078,5008.581,5033.573,5058.203,5078.773,5094.599,5108.93,5119.418,5125.392,5126.981,5126.398,5124.332,5121.314,5119.452,5119.369,5121.51,5126.107,5133.93,5144.623,5158.325,5175.469,5193.775,5213.8,5235.197,5256.007,5277.382,5298.992,5319.854,5340.655,5360.748,5378.697,5396.355,5415.586,5436.313,5457.864,5479.722,5502.751,5526.452,5550.849,5576.016,5600.959,5625.385,5650.653,5677.796,5706.857,5737.284,5766.686,5795.878,5825.641,5854.24
60,Djibouti,DJI,62.334,64.317,66.362,68.493,70.715,72.997,75.372,77.847,80.395,83.025,85.94,89.27,93.122,97.67,102.945,108.772,114.874,121.168,127.668,135.39,144.379,154.225,165.234,177.327,191.389,208.582,229.304,253.083,278.425,302.856,324.121,341.316,355.11,367.726,382.156,400.709,424.286,452.272,482.337,521.104,577.173,628.521,623.197,611.231,623.477,629.619,644.649,667.786,694.92,719.371,742.033,765.49,789.129,806.411,818.373,830.861,846.947,865.196,882.886,901.103,919.199,936.811,954.297,971.753,989.087,1006.259,1023.261,1040.233,1057.198,1073.994,1090.156,1105.557
61,Dominica,DMA,50.188,50.362,50.544,50.81,51.214,51.895,52.951,54.316,55.972,57.821,59.379,60.395,61.224,62.031,62.843,63.744,64.728,65.76,66.865,68.007,68.895,69.43,69.87,70.334,70.822,71.3,71.748,72.142,72.478,72.768,72.978,72.932,72.626,72.269,71.936,71.596,71.215,70.808,70.397,69.975,69.481,69.141,69.112,69.169,69.198,69.201,69.166,69.081,68.938,68.698,68.346,68.153,68.262,68.442,68.574,68.674,68.742,68.775,68.782,68.787,68.755,68.742,68.888,68.819,69.371,70.007,70.075,70.403,70.823,71.428,71.995,72.412
62,Dominican Republic,DOM,2381.74,2455.305,2532.758,2614.566,2700.717,2791.108,2885.526,2983.695,3085.349,3190.231,3298.021,3408.415,3521.164,3635.798,3752.313,3868.712,3987.09,4108.916,4230.877,4352.954,4475.871,4599.841,4724.801,4851.183,4978.582,5106.453,5235.318,5365.074,5495.443,5625.864,5755.8,5885.244,6014.979,6147.213,6282.104,6417.798,6554.325,6692.72,6834.207,6980.033,7129.004,7278.402,7427.34,7576.074,7723.934,7869.753,8012.314,8150.076,8282.126,8411.374,8540.791,8669.04,8795.101,8919.852,9043.127,9164.768,9284.168,9402.206,9522.948,9648.061,9775.755,9903.737,10030.882,10157.051,10282.115,10405.832,10527.592,10647.244,10765.531,10881.882,10999.664,11117.873
63,Ecuador,ECU,3518.733,3613.175,3710.588,3811.22,3915.14,4022.378,4133.24,4248.157,4367.09,4490.253,4618.158,4751.507,4890.425,5034.334,5183.283,5337.351,5495.761,5658.446,5825.663,5997.037,6172.215,6350.944,6533.63,6720.443,6911.123,7105.786,7304.349,7506.665,7712.718,7922.49,8135.845,8352.602,8572.607,8795.873,9022.979,9254.311,9490.096,9729.376,9969.788,10210.185,10449.837,10686.279,10914.222,11132.829,11347.652,11561.683,11775.221,11987.838,12199.693,12412.046,12626.507,12845.521,13070.609,13301.184,13534.593,13770.012,14009.061,14251.835,14496.797,14742.766,14989.585,15237.728,15483.883,15722.989,15957.994,16195.902,16439.585,16696.944,17015.672,17343.74,17588.595,17797.737
64,Egypt,EGY,21150.058,21606.363,22108.164,22659.254,23241.217,23841.701,24453.498,25078.378,25700.968,26345.761,27034.499,27747.867,28485.022,29245.936,30026.648,30818.469,31613.132,32408.414,33204.629,33995.955,34781.986,35555.969,36330.768,37120.776,37930.374,38775.584,39649.05,40577.356,41576.636,42632.458,43748.556,44899.573,46088.647,47353.665,48676.443,50035.843,51424.313,52841.319,54298.446,55765.843,57214.63,58611.032,59989.142,61382.2,62775.847,64166.908,65565.195,66993.728,68446.011,69907.887,71371.371,72854.261,74393.759,75963.322,77522.427,79075.31,80629.67,82218.755,83844.783,85501.064,87252.413,89200.054,91240.376,93377.89,95592.324,97723.799,99784.03,101789.386,103740.765,105618.671,107465.134,109262.178
65,El Salvador,SLV,2182.409,2232.15,2283.105,2335.943,2390.852,2448.633,2509.186,2572.504,2637.6,2705.557,2779.327,2858.896,2937.821,3014.885,3095.17,3179.506,3266.436,3354.611,3443.251,3530.958,3619.09,3708.01,3798.109,3890.639,3984.049,4076.751,4166.89,4256.699,4346.522,4433.041,4508.992,4549.173,4599.904,4689.68,4782.219,4876.757,4970.788,5067.2,5170.44,5270.825,5367.179,5461.07,5552.206,5630.987,5693.038,5748.195,5797.14,5842.638,5885.083,5923.852,5958.482,5988.095,6011.275,6026.849,6035.655,6037.817,6034.436,6044.131,6068.099,6091.188,6114.034,6137.349,6161.289,6185.642,6209.526,6231.066,6250.51,6266.654,6276.342,6280.217,6292.731,6314.167
66,Equatorial Guinea,GNQ,226.381,230.172,233.98,237.853,241.788,245.8,249.89,254.06,258.32,262.724,267.351,272.264,277.49,283.018,288.852,295.01,301.517,308.374,315.325,318.846,316.955,311.952,305.362,298.05,290.558,283.262,276.0,271.377,270.866,273.925,282.509,296.95,315.741,336.744,357.995,378.379,397.276,414.769,431.587,448.42,465.549,483.142,501.334,520.236,539.992,560.74,582.573,605.57,629.734,655.029,684.977,719.27,754.115,789.681,826.355,864.726,905.418,948.814,994.971,1043.686,1094.524,1144.588,1193.636,1243.941,1295.183,1346.973,1398.927,1450.694,1502.091,1553.031,1596.049,1634.466
67,Eritrea,ERI,822.576,834.934,848.449,863.003,878.538,895.009,912.409,930.92,950.588,971.439,993.568,1016.932,1041.552,1067.295,1094.042,1121.739,1150.264,1179.554,1209.602,1240.562,1272.748,1306.234,1340.838,1376.516,1413.22,1450.867,1489.656,1529.802,1571.193,1613.829,1657.982,1703.789,1751.045,1799.814,1849.594,1899.243,1949.611,2000.355,2051.546,2102.131,2149.96,2039.22,1921.153,1981.419,2042.5,2157.22,2264.073,2291.561,2322.753,2356.477,2392.88,2461.927,2547.424,2653.39,2763.14,2831.732,2880.093,2926.168,3005.779,3083.888,3147.727,3207.57,3252.596,3296.367,3323.425,3340.006,3365.287,3396.933,3445.374,3498.818,3555.868,3620.312
68,Estonia,EST,1102.078,1116.336,1130.244,1143.305,1155.8,1168.276,1179.95,1190.792,1199.866,1207.082,1218.064,1233.243,1248.16,1262.54,1277.334,1292.004,1305.808,1319.741,1334.226,1348.704,1361.999,1374.794,1387.623,1399.849,1412.117,1424.044,1435.355,1447.12,1458.851,1468.656,1476.983,1485.768,1495.374,1505.714,1516.124,1525.782,1536.023,1547.706,1559.586,1568.047,1570.674,1565.627,1540.381,1504.436,1475.727,1452.775,1434.67,1421.49,1411.147,1403.498,1396.877,1387.995,1379.24,1370.66,1362.48,1354.662,1346.709,1340.574,1337.011,1334.552,1331.535,1327.429,1322.682,1317.982,1314.526,1314.657,1315.926,1317.549,1322.148,1327.039,1329.444,1328.701
69,Eswatini,SWZ,271.642,278.562,285.562,292.637,299.805,307.078,314.445,321.925,329.538,337.262,345.065,352.971,361.07,369.527,378.531,388.317,398.861,409.638,420.373,431.366,442.865,454.913,467.512,480.668,494.624,509.535,525.457,542.328,560.236,579.091,598.564,616.21,634.439,655.505,677.303,702.4,730.15,758.669,794.434,825.952,854.011,889.712,925.165,953.451,953.737,953.573,973.587,990.734,1005.158,1018.37,1030.496,1041.396,1050.809,1058.797,1065.764,1071.886,1077.735,1084.008,1089.87,1094.886,1099.92,1105.371,1111.444,1118.319,1125.865,1133.936,1142.524,1151.39,1160.428,1169.613,1180.655,1192.271
